Node	CRUD	DataFlowValue
$r16 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "currentThreadCount")	U	null
$r82 = virtualinvoke $r80.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r81)	U	null
$r124 = virtualinvoke $r122.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r123)	U	null
$r51 = r6[8]	U	null
$r81 = r6[16]	U	null
$r102 = new java.lang.StringBuilder	C	null
$r55 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String formatSize(java.lang.Object,boolean)>($r54, 1)	U	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>("<threadInfo ")	R	null
$r97 = new java.lang.StringBuilder	C	null
$r105 = virtualinvoke $r104.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\"")	U	null
$r148 = interfaceinvoke r147.<java.util.Enumeration: java.lang.Object nextElement()>()	U	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>("</connector>")	R	null
r115 = (javax.management.ObjectName) $r114	U	null
$r110 = virtualinvoke $r109.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\"")	U	null
$r89 = interfaceinvoke r88.<java.util.Enumeration: java.lang.Object nextElement()>()	U	null
$r72 = r6[13]	U	null
goto [?= $z3 = interfaceinvoke r88.<java.util.Enumeration: boolean hasMoreElements()>()]	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<h1>")	R	null
$z1 = interfaceinvoke r8.<java.util.Enumeration: boolean hasMoreElements()>()	U	null
goto [?= $z5 = interfaceinvoke r113.<java.util.Enumeration: boolean hasMoreElements()>()]	R	null
$r35 = r6[5]	U	null
if r112 == null goto virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>("</connector>")	R	null
if i0 != 1 goto return	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r53)	R	null
$r66 = r6[11]	U	null
$r130 = virtualinvoke $r129.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\"")	U	null
$r53 = virtualinvoke $r52.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.Object)>($r21)	R	null
$r41 = r6[6]	U	null
$r91 = virtualinvoke r90.<javax.management.ObjectName: java.lang.String getKeyProperty(java.lang.String)>("worker")	U	null
$r135 = virtualinvoke $r134.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\"")	U	null
r8 = virtualinvoke r4.<java.util.Vector: java.util.Enumeration elements()>()	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</tr>")	R	null
$r57 = r6[9]	U	null
r113 = virtualinvoke r4.<java.util.Vector: java.util.Enumeration elements()>()	U	null
$r138 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r112, "bytesReceived")	U	null
$r52 = virtualinvoke $r50.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r51)	U	null
$r64 = virtualinvoke $r62.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r63)	U	null
specialinvoke $r137.<java.lang.StringBuilder: void <init>(java.lang.String)>(" bytesReceived=\"")	R	null
$r21 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "currentThreadsBusy")	U	null
$z7 = interfaceinvoke r147.<java.util.Enumeration: boolean hasMoreElements()>()	U	null
$r49 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r28, "errorCount")	U	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>("<requestInfo ")	R	null
if r28 != null goto $r31 = r6[4]	R	null
$r59 = virtualinvoke $r58.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
$r63 = r6[10]	U	null
$r17 = new java.lang.StringBuilder	C	null
$r144 = virtualinvoke $r142.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r143)	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<p>")	R	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r131)	R	null
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r121)	R	null
$r22 = new java.lang.StringBuilder	C	null
$r95 = virtualinvoke $r94.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'>")	U	null
r90 = (javax.management.ObjectName) $r89	U	null
specialinvoke $r45.<java.lang.StringBuilder: void <init>(java.lang.String)>(" ")	R	null
specialinvoke $r62.<java.lang.StringBuilder: void <init>(java.lang.String)>("<table border=\"0\"><tr><th>")	R	null
$r36 = virtualinvoke $r34.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r35)	U	null
$r43 = virtualinvoke $r42.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	R	null
r147 = virtualinvoke r5.<java.util.Vector: java.util.Enumeration elements()>()	U	null
$r20 = virtualinvoke $r19.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
$r139 = virtualinvoke $r137.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r138)	U	null
$r14 = virtualinvoke $r12.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r13)	U	null
$r38 = interfaceinvoke r3.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r28, "processingTime")	U	null
r28 = r9	U	null
